ano,fase,nivel,titulo,enunciado,numero_questao,questao,alternativas
2003,0,1,salas de aulas,"uma escola conta com sete salas de aula que devem ser pintadas. as salas estão localizadas em um único lado do corredor, sendo numeradas seqüencialmente, de um a sete, da frente para os fundos do prédio.  sala 7 sala 6 sala 5 sala 4 sala 3 sala 2 sala 1                   entrada entrada entrada entrada entrada entrada entrada  cada sala de aula deve ser pintada utilizando uma única cor, de acordo com as seguintes restrições: - du duas salas devem ser pintadas de branco; duas salas devem ser pintadas de azul; duas salas devem ser pintadas de verde; e uma sala deve ser pintada de amarelo. - as duas salas pintadas de verde devem ser vizinhas (contíguas). - as duas salas pintadas de azul não podem ser vizinhas (contíguas). - a sala pintada de amarelo não pode ser vizinha de uma sala pintada de branco. - a sala número 3 deve ser pintada de branco.",15,"se a sala 4 for pintada de branco e uma sala que é pintada de verde for vizinha de uma sala que é pintada de branco, qual das seguintes alternativas precisa ser verdadeira? -",(A) sala 1 será pintada de verde. - (B) sala 1 será pintada de amarelo. - (C) sala 5 será pintada de azul. - (D) sala 6 será pintada de amarelo. - (E) sala 7 será pintada de azul.
2003,0,1,salas de aulas,"uma escola conta com sete salas de aula que devem ser pintadas. as salas estão localizadas em um único lado do corredor, sendo numeradas seqüencialmente, de um a sete, da frente para os fundos do prédio.  sala 7 sala 6 sala 5 sala 4 sala 3 sala 2 sala 1                   entrada entrada entrada entrada entrada entrada entrada  cada sala de aula deve ser pintada utilizando uma única cor, de acordo com as seguintes restrições: - du duas salas devem ser pintadas de branco; duas salas devem ser pintadas de azul; duas salas devem ser pintadas de verde; e uma sala deve ser pintada de amarelo. - as duas salas pintadas de verde devem ser vizinhas (contíguas). - as duas salas pintadas de azul não podem ser vizinhas (contíguas). - a sala pintada de amarelo não pode ser vizinha de uma sala pintada de branco. - a sala número 3 deve ser pintada de branco.",16,"qual das seguintes restrições, quando combinada com as restrições originais, tem como conseqüência a determinação completa da cor que cada sala deve ser pintada: -",(A) sala 1 deve ser pintada de amarelo. obi2003- página 5
2004,0,1,supermercado,"um supermercado iniciou um serviço de entregas das compras de seus clientes. o serviço tem duas categorias, prioritária (quando a compra inclui alimentos congelados) e ordinária (quando a compra não inclui congelados). seis clientes, identificados por k, l, m, o, p e s, já solicitaram o serviço no primeiro dia de funcionamento. a entrega das compras (dos dois tipos) é sujeita às seguintes condições: - independentemente do tipo (ordinária ou prioritária), compras para os clientes p e s devem ser entregues antes das compras serem entregues para o cliente m. - independentemente do tipo (ordinária ou prioritária), compras para os clientes l e k devem ser entregues antes das compras serem entregues para o cliente s. - desde que as duas restrições acima permitam, compras para clientes que possuam entrega prioritária devem ser entregues antes de compras para clientes que não tenham entrega prioritária.",1,"se k é o único cliente com entrega prioritária, qual das seguintes alternativas lista os clientes na ordem em que estes podem receber suas compras?","(A) l, k, p, s, o e m (B) l, k, s, p, m e o (C) k, l, p, m, s e o (D) k, p, l, s, o e m (E) o, k, l, p, s e m"
2004,0,1,supermercado,"um supermercado iniciou um serviço de entregas das compras de seus clientes. o serviço tem duas categorias, prioritária (quando a compra inclui alimentos congelados) e ordinária (quando a compra não inclui congelados). seis clientes, identificados por k, l, m, o, p e s, já solicitaram o serviço no primeiro dia de funcionamento. a entrega das compras (dos dois tipos) é sujeita às seguintes condições: - independentemente do tipo (ordinária ou prioritária), compras para os clientes p e s devem ser entregues antes das compras serem entregues para o cliente m. - independentemente do tipo (ordinária ou prioritária), compras para os clientes l e k devem ser entregues antes das compras serem entregues para o cliente s. - desde que as duas restrições acima permitam, compras para clientes que possuam entrega prioritária devem ser entregues antes de compras para clientes que não tenham entrega prioritária.",2,"se os clientes l, m e s têm entrega prioritária, qual das seguintes alternativas lista os clientes na ordem em que estes devem receber suas compras?","(A) k, l, p, s, o e m (B) l, k, o, p, s e m (C) l, k, s, p, m e o (D) m, l, s, p, k e o (E) s, l, m, p, k e o"
2004,0,1,supermercado,"um supermercado iniciou um serviço de entregas das compras de seus clientes. o serviço tem duas categorias, prioritária (quando a compra inclui alimentos congelados) e ordinária (quando a compra não inclui congelados). seis clientes, identificados por k, l, m, o, p e s, já solicitaram o serviço no primeiro dia de funcionamento. a entrega das compras (dos dois tipos) é sujeita às seguintes condições: - independentemente do tipo (ordinária ou prioritária), compras para os clientes p e s devem ser entregues antes das compras serem entregues para o cliente m. - independentemente do tipo (ordinária ou prioritária), compras para os clientes l e k devem ser entregues antes das compras serem entregues para o cliente s. - desde que as duas restrições acima permitam, compras para clientes que possuam entrega prioritária devem ser entregues antes de compras para clientes que não tenham entrega prioritária.",3,"se a ordem na qual as compras são entregues é o, p, l, k, s e m, e se s está recebendo entrega prioritária, qual das seguintes alternativas é a lista de todos os clientes que também devem necessariamente estar recebendo entrega prioritária?","(A) o e l (B) o e p (C) p e l (D) p e m (E) o, p, l e k"
2004,0,1,supermercado,"um supermercado iniciou um serviço de entregas das compras de seus clientes. o serviço tem duas categorias, prioritária (quando a compra inclui alimentos congelados) e ordinária (quando a compra não inclui congelados). seis clientes, identificados por k, l, m, o, p e s, já solicitaram o serviço no primeiro dia de funcionamento. a entrega das compras (dos dois tipos) é sujeita às seguintes condições: - independentemente do tipo (ordinária ou prioritária), compras para os clientes p e s devem ser entregues antes das compras serem entregues para o cliente m. - independentemente do tipo (ordinária ou prioritária), compras para os clientes l e k devem ser entregues antes das compras serem entregues para o cliente s. - desde que as duas restrições acima permitam, compras para clientes que possuam entrega prioritária devem ser entregues antes de compras para clientes que não tenham entrega prioritária.",4,"se apenas um dos clientes tem entrega prioritária, e, como resultado, o não pode receber suas compras antes do que três outros clientes, qual dos seguintes clientes deve também estar recebendo entrega prioritária?",(A) k (B) l (C) m (D) p (E) s 
2004,0,1,supermercado,"um supermercado iniciou um serviço de entregas das compras de seus clientes. o serviço tem duas categorias, prioritária (quando a compra inclui alimentos congelados) e ordinária (quando a compra não inclui congelados). seis clientes, identificados por k, l, m, o, p e s, já solicitaram o serviço no primeiro dia de funcionamento. a entrega das compras (dos dois tipos) é sujeita às seguintes condições: - independentemente do tipo (ordinária ou prioritária), compras para os clientes p e s devem ser entregues antes das compras serem entregues para o cliente m. - independentemente do tipo (ordinária ou prioritária), compras para os clientes l e k devem ser entregues antes das compras serem entregues para o cliente s. - desde que as duas restrições acima permitam, compras para clientes que possuam entrega prioritária devem ser entregues antes de compras para clientes que não tenham entrega prioritária.",5,"uma amostra que contenha r e s mas não contenha t adquirirá que seqüência de cores, a primeira após o teste x ser aplicado, e a segunda após o teste z ser aplicado? -","(A) verde, verde - (B) verde, roxo - (C) laranja, amarelo - (D) laranja, laranja - (E) laranja, roxo"
2004,0,1,supermercado,"um supermercado iniciou um serviço de entregas das compras de seus clientes. o serviço tem duas categorias, prioritária (quando a compra inclui alimentos congelados) e ordinária (quando a compra não inclui congelados). seis clientes, identificados por k, l, m, o, p e s, já solicitaram o serviço no primeiro dia de funcionamento. a entrega das compras (dos dois tipos) é sujeita às seguintes condições: - independentemente do tipo (ordinária ou prioritária), compras para os clientes p e s devem ser entregues antes das compras serem entregues para o cliente m. - independentemente do tipo (ordinária ou prioritária), compras para os clientes l e k devem ser entregues antes das compras serem entregues para o cliente s. - desde que as duas restrições acima permitam, compras para clientes que possuam entrega prioritária devem ser entregues antes de compras para clientes que não tenham entrega prioritária.",6,uma amostra que permaneça amarela quando submetida ao teste z e que adquira cor verde quando submetida ao teste x pode ser uma amostra contendo -,"(A) r, s e t. - (B) s e t, mas não r. - (C) t, mas não r nem s. - (D) s, mas não r nem t. - (E) nem r, nem s, nem t."
2004,0,1,supermercado,"um supermercado iniciou um serviço de entregas das compras de seus clientes. o serviço tem duas categorias, prioritária (quando a compra inclui alimentos congelados) e ordinária (quando a compra não inclui congelados). seis clientes, identificados por k, l, m, o, p e s, já solicitaram o serviço no primeiro dia de funcionamento. a entrega das compras (dos dois tipos) é sujeita às seguintes condições: - independentemente do tipo (ordinária ou prioritária), compras para os clientes p e s devem ser entregues antes das compras serem entregues para o cliente m. - independentemente do tipo (ordinária ou prioritária), compras para os clientes l e k devem ser entregues antes das compras serem entregues para o cliente s. - desde que as duas restrições acima permitam, compras para clientes que possuam entrega prioritária devem ser entregues antes de compras para clientes que não tenham entrega prioritária.",7,os dois testes não conseguirão distinguir duas amostras contendo:  amostra 1 amostra 2,"(A) r, s e t r e s, mas não t (B) r e s, mas não t s e t, mas não r (C) r e t, mas não s s e t, mas não r (D) r, mas não s nem t nem s, nem r e nem t (E) s, mas não r nem t nem s, nem r e nem t  #olimpíada brasileira de informática – obi2004"
2004,0,1,atendimento ao consumidor,"o serviço de atendimento ao consumidor (sac) de uma empresa emprega seis pessoas que respondem a mensagens de correio eletrônico: gustavo, horácio, ivan, joana, kátia e luiza. cada mensagem de cliente recebida pelo sac é classificada como vermelha ou azul. o seguinte procedimento é utilizado: - mensagens vermelhas são encaminhadas para tratamento inicialmente para gustavo ou horácio; - mensagens azuis são encaminhadas para tratamento inicialmente para qualquer um dos seguintes: gustavo, joana ou ivan. se uma mensagem menciona um problema que não pode ser resolvido pela pessoa à qual a mensagem foi inicialmente encaminhada para tratamento, ela deve ser redirecionada para outra pessoa, até que chegue a alguém que possa tratar do problema e responder a mensagem. uma mensagem deve ser redirecionada da seguinte maneira: - de gustavo para ivan se a mensagem é vermelha, mas para joana se a mensagem é azul; - de horácio para gustavo ou para ivan; - de ivan para joana se a mensagem é vermelha, mas para kátia se a mensagem é azul; - de joana para ivan ou para kátia, não importando se a mensagem é vermelha ou azul; - de kátia para luiza, não importando se a mensagem é vermelha ou azul; além disso, luiza responde todas as mensagens que cheguem a ela.",8,todas as afirmações abaixo são verdadeiras exceto: -,(A) gustavo redireciona uma mensagem vermelha para ivan. - (B) horácio redireciona uma mensagem vermelha para gustavo. - (C) horácio redireciona uma mensagem vermelha para ivan. - (D) ivan redireciona uma mensagem vermelha para kátia. - (E) joana redireciona uma mensagem vermelha para ivan.
2004,0,1,atendimento ao consumidor,"o serviço de atendimento ao consumidor (sac) de uma empresa emprega seis pessoas que respondem a mensagens de correio eletrônico: gustavo, horácio, ivan, joana, kátia e luiza. cada mensagem de cliente recebida pelo sac é classificada como vermelha ou azul. o seguinte procedimento é utilizado: - mensagens vermelhas são encaminhadas para tratamento inicialmente para gustavo ou horácio; - mensagens azuis são encaminhadas para tratamento inicialmente para qualquer um dos seguintes: gustavo, joana ou ivan. se uma mensagem menciona um problema que não pode ser resolvido pela pessoa à qual a mensagem foi inicialmente encaminhada para tratamento, ela deve ser redirecionada para outra pessoa, até que chegue a alguém que possa tratar do problema e responder a mensagem. uma mensagem deve ser redirecionada da seguinte maneira: - de gustavo para ivan se a mensagem é vermelha, mas para joana se a mensagem é azul; - de horácio para gustavo ou para ivan; - de ivan para joana se a mensagem é vermelha, mas para kátia se a mensagem é azul; - de joana para ivan ou para kátia, não importando se a mensagem é vermelha ou azul; - de kátia para luiza, não importando se a mensagem é vermelha ou azul; além disso, luiza responde todas as mensagens que cheguem a ela.",9,uma mensagem azul pode chegar a luiza através de qual das sequências de pessoas abaixo? -,"(A) gustavo, horácio e kátia. - (B) gustavo, ivan e joana. - (C) gustavo, joana e kátia. - (D) ivan, horácio e joana. - (E) ivan, gustavo, joana e kátia."
2004,0,1,atendimento ao consumidor,"o serviço de atendimento ao consumidor (sac) de uma empresa emprega seis pessoas que respondem a mensagens de correio eletrônico: gustavo, horácio, ivan, joana, kátia e luiza. cada mensagem de cliente recebida pelo sac é classificada como vermelha ou azul. o seguinte procedimento é utilizado: - mensagens vermelhas são encaminhadas para tratamento inicialmente para gustavo ou horácio; - mensagens azuis são encaminhadas para tratamento inicialmente para qualquer um dos seguintes: gustavo, joana ou ivan. se uma mensagem menciona um problema que não pode ser resolvido pela pessoa à qual a mensagem foi inicialmente encaminhada para tratamento, ela deve ser redirecionada para outra pessoa, até que chegue a alguém que possa tratar do problema e responder a mensagem. uma mensagem deve ser redirecionada da seguinte maneira: - de gustavo para ivan se a mensagem é vermelha, mas para joana se a mensagem é azul; - de horácio para gustavo ou para ivan; - de ivan para joana se a mensagem é vermelha, mas para kátia se a mensagem é azul; - de joana para ivan ou para kátia, não importando se a mensagem é vermelha ou azul; - de kátia para luiza, não importando se a mensagem é vermelha ou azul; além disso, luiza responde todas as mensagens que cheguem a ela.",10,qualquer mensagem que tenha chegado até luiza deve ter passado por -,(A) gustavo - (B) horácio - (C) ivan - (D) joana - (E) kátia
2004,0,1,atendimento ao consumidor,"o serviço de atendimento ao consumidor (sac) de uma empresa emprega seis pessoas que respondem a mensagens de correio eletrônico: gustavo, horácio, ivan, joana, kátia e luiza. cada mensagem de cliente recebida pelo sac é classificada como vermelha ou azul. o seguinte procedimento é utilizado: - mensagens vermelhas são encaminhadas para tratamento inicialmente para gustavo ou horácio; - mensagens azuis são encaminhadas para tratamento inicialmente para qualquer um dos seguintes: gustavo, joana ou ivan. se uma mensagem menciona um problema que não pode ser resolvido pela pessoa à qual a mensagem foi inicialmente encaminhada para tratamento, ela deve ser redirecionada para outra pessoa, até que chegue a alguém que possa tratar do problema e responder a mensagem. uma mensagem deve ser redirecionada da seguinte maneira: - de gustavo para ivan se a mensagem é vermelha, mas para joana se a mensagem é azul; - de horácio para gustavo ou para ivan; - de ivan para joana se a mensagem é vermelha, mas para kátia se a mensagem é azul; - de joana para ivan ou para kátia, não importando se a mensagem é vermelha ou azul; - de kátia para luiza, não importando se a mensagem é vermelha ou azul; além disso, luiza responde todas as mensagens que cheguem a ela.",11,qualquer mensagem que tenha chegado até luiza deve ter passado por pelo menos quantas pessoas do sac antes de chegar até luiza? -,(A) 1 - (B) 2 - (C) 3 - (D) 4 - (E) 5
2004,0,1,atendimento ao consumidor,"o serviço de atendimento ao consumidor (sac) de uma empresa emprega seis pessoas que respondem a mensagens de correio eletrônico: gustavo, horácio, ivan, joana, kátia e luiza. cada mensagem de cliente recebida pelo sac é classificada como vermelha ou azul. o seguinte procedimento é utilizado: - mensagens vermelhas são encaminhadas para tratamento inicialmente para gustavo ou horácio; - mensagens azuis são encaminhadas para tratamento inicialmente para qualquer um dos seguintes: gustavo, joana ou ivan. se uma mensagem menciona um problema que não pode ser resolvido pela pessoa à qual a mensagem foi inicialmente encaminhada para tratamento, ela deve ser redirecionada para outra pessoa, até que chegue a alguém que possa tratar do problema e responder a mensagem. uma mensagem deve ser redirecionada da seguinte maneira: - de gustavo para ivan se a mensagem é vermelha, mas para joana se a mensagem é azul; - de horácio para gustavo ou para ivan; - de ivan para joana se a mensagem é vermelha, mas para kátia se a mensagem é azul; - de joana para ivan ou para kátia, não importando se a mensagem é vermelha ou azul; - de kátia para luiza, não importando se a mensagem é vermelha ou azul; além disso, luiza responde todas as mensagens que cheguem a ela.",12,qual das seguintes situações poderia fazer com que a mensagem passasse por todos os membros do sac? -,(A) uma mensagem vermelha que é encaminhada inicialmente para horácio - (B) uma mensagem vermelha que é encaminhada inicialmente para gustavo - (C) uma mensagem azul que é encaminhada inicialmente para gustavo - (D) uma mensagem azul que é encaminhada inicialmente para ivan - (E) uma mensagem azul que é encaminhada inicialmente para joana
2004,0,1,clara e luiz,"clara e luiz estudam na mesma escola e cursaram as mesmas seis matérias durante o ano, mas apenas em uma das matérias – história do brasil – tiraram a mesma nota. em cada uma das matérias as notas variaram de 60 a 100.",13,qual das seguintes a ﬁrmações permite que se deduza que a média das notas que clara tirou nas outras cinco matérias foi maior que a média das notas de luiz nessas mesmas cinco matérias? -,"(A) a menor nota de clara foi história do brasil, mas a menor nota de luiz foi matemática. - (B) a maior nota de luiz foi maior do que a maior nota de clara. - (C) clara teve notas maiores do que luiz em três matérias. - (D) a menor nota de clara foi igual à maior nota de luiz. - (E) a menor nota de luiz e a maior nota de clara foram na mesma matéria."
2004,0,1,clara e luiz,"sempre que luiz está ao ar livre e está fazendo sol, luiz usa seus óculos escuros. sempre que luiz está ao ar livre e não está fazendo sol, luiz carrega seus óculos escuros no bolso. algumas vezes está fazendo sol quando luiz não está ao ar livre.",14,"se as aﬁrmações acima são verdadeiras, e luiz não está usando seus óculos escuros, qual das aﬁrmações abaixo deve também ser verdadeira: -",(A) luiz está carregando seus óculos escuros no bolso. - (B) luiz não está ao ar livre. - (C) luiz não está ao ar livre e não está fazendo sol. - (D) luiz não está ao ar livre e/ou não está fazendo sol. - (E) luiz está ao ar livre e/ou não está fazendo sol.
2004,0,1,tarefa,"dado um conjunto de fotografias do município, você deve calcular a área total coberta por todas as fotografias. a primeira linha da entrada conterá um número n, que corresponde ao número de fotografias. nas próximas n linhas serão descritas as fotografias, uma por linha. a descrição de uma fotografia será indicada por quatro números inteiros x1 y1 x2 y2, que serão as coordenadas do canto superior esquerdo (x1, y1) e as do canto inferior direito (x2, y2) da fotografia. os lados das fotografias serão sempre paralelos aos eixos das coordenadas. 5 3 9 14 3 6 13 17 6 4 16 12 11 20 15 25 9 23 11 29 6",15,considere o conjunto de mapas abaixo: 3 2 6 7 2 4 15 13 98 11 17 6 a área total coberta pelas fotografias é: -,(A) 101 - (B) 123 - (C) 109 - (D) 119 - (E) 135
2004,0,1,tarefa,"dado um conjunto de fotografias do município, você deve calcular a área total coberta por todas as fotografias. a primeira linha da entrada conterá um número n, que corresponde ao número de fotografias. nas próximas n linhas serão descritas as fotografias, uma por linha. a descrição de uma fotografia será indicada por quatro números inteiros x1 y1 x2 y2, que serão as coordenadas do canto superior esquerdo (x1, y1) e as do canto inferior direito (x2, y2) da fotografia. os lados das fotografias serão sempre paralelos aos eixos das coordenadas. 5 3 9 14 3 6 13 17 6 4 16 12 11 20 15 25 9 23 11 29 6",16,considere o conjunto de mapas abaixo:  6 4 12 11 4               8 7 22 2     19 13 26 5     9 15 22 10     12 9 18 8     11 19 19 15    a área total coberta pelas fotografias é: -,(A) 285 - (B) 257 - (C) 266 - (D) 263 - (E) 261
2004,0,1,tarefa,"dado um conjunto de fotografias do município, você deve calcular a área total coberta por todas as fotografias. a primeira linha da entrada conterá um número n, que corresponde ao número de fotografias. nas próximas n linhas serão descritas as fotografias, uma por linha. a descrição de uma fotografia será indicada por quatro números inteiros x1 y1 x2 y2, que serão as coordenadas do canto superior esquerdo (x1, y1) e as do canto inferior direito (x2, y2) da fotografia. os lados das fotografias serão sempre paralelos aos eixos das coordenadas. 5 3 9 14 3 6 13 17 6 4 16 12 11 20 15 25 9 23 11 29 6",17,considere o conjunto de mapas abaixo:  7 2 7 2             2 16 13 8   5 13 16 5   9 11 19 3   9 19 18 14   17 19 25 13   19 18 23 14  a área total coberta pelas fotografias é: -,(A) 374 - (B) 287 - (C) 291 - (D) 275 - (E) 303
